School,Student_Number,Grade_Level,Subject,Course Name,Course Number,Section,Teacher Number,Teadcher_Name,metric_domain,metric_name,metric_category,value,ap_manager_name,ap_manager_id
School 1,STU_837DAD08,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_DE0D0040,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_3A1140F4,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_299E1ED0,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_F6BC1FEE,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_90A5F72E,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_6F001BC5,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_3D3A1FC7,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_74B4DFE5,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_84340B5C,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_890D8BB3,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_A390C7D1,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_84AF2B96,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_1C453C0D,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_49CC4933,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_CA7BCF18,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_77479C9D,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_33C744DF,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_735D31EC,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_5A1CE7C4,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C4AA3F58,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_2F6E7F14,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_9B4EDDBA,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_08767C16,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_916DB997,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_5CF5D7E5,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C0003709,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_707E680E,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_0E318AD2,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_37059374,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_F3400A99,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_8D80ED93,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_E6DF5B71,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_AD142462,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_6B5ECD93,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_F73ACE2B,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_BB5A87D3,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_774E90E4,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_F4092E11,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_FA8C6C4D,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_A368171B,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_772802A6,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_B6DDA2F4,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_3717807E,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C17F2CBE,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_7D31E427,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_45949D2B,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_09FD4F7F,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_D7621DF8,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_BA529865,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_6B4FFFC3,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_FE3A48EC,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C79AA397,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_26E46819,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_6071FED5,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_DDCD7EC1,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_A3CD7B6B,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_E0AEE8D2,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_4959782A,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_AC28D793,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C7B87D5D,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_1E3076A2,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_22EA3218,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_7ACA68AF,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_B8DF9912,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_0D57CB16,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_B82C249C,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_BAEE0A73,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_EA6DC31C,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C46C85E0,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_6FBF9A5E,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_829C6323,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_9D186A0F,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_8D257676,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_5016F1EE,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_C371F512,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_697810E7,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_4D878CF1,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_5910AC8C,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_52F24461,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_BC14539E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_F5019328,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_76035817,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_AA6460DD,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_8B72D624,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_4D7EC5B9,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_3054F5C5,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_2008EA5E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_28233FC9,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_FCE7BDD2,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_8D69F952,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_A81F0D2A,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_0760B79E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
School 1,STU_5B88C7B8,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_24024B13,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_3EAE68B2,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_4250067A,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_3B2E22D2,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_E7BBB1A8,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_88903372,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_7DFB1261,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_E97A44FA,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_F522E29F,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_95F9F9F6,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_5BDA7851,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_EF10B76E,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_4AC90BC0,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_FE77BB1D,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_E0E0767B,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_44287805,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_66D842D8,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_71BEC888,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_F02645D5,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_F2D62BE4,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_5A3718CD,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_3D806B96,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_2A368706,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_53D9D80C,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_98060810,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_134A565D,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_044A6B31,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_E206EE53,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_90DDC60C,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_B1C676A5,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_38050B83,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_B159BBD7,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_58B6BB5B,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_37F980CB,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_FAEE23CD,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_16A6A56E,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_50B86BCF,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_FFECADCF,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_8F28CF6D,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_8327395D,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_2A333C26,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_E7B2EF99,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_70E75912,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_14196139,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_6DDB1296,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_C0E87AB6,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_C6BD9EF6,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_2B15ACCC,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_F44D0FA0,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_6278238A,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_47ECAA6F,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_30D91470,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_8C449C27,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_D57FE7EB,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_607A7524,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_ACC4F89B,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_8BBD7DE2,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_639A0BE7,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
School 1,STU_A1BF041C,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_FD5C15B6,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_CF668540,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_0C925504,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B9CB8D65,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_1B6796B4,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_410450FF,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_D1A731EA,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_58DBE289,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_93DABB72,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_3FC4E34B,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_5AD85B64,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_7AA074C6,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B5BBE24D,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
