School,Student_Number,Grade_Level,Subject,Course Name,Course Number,Section,Teacher Number,Teadcher_Name,ap_manager_name,ap_manager_id
Justice,STU_4D7EC5B9,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_4D878CF1,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_8B72D624,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_A2B39686,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_0760B79E,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_C371F512,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_7B0F276E,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_FCE7BDD2,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_28233FC9,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_3054F5C5,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_BC14539E,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_52F24461,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_BE8BDA23,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_A81F0D2A,6,MATH,Math Gr6,MAT02036G2,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_FB778DFC,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_3B2E22D2,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_95F9F9F6,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_3E44EBA1,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_3EAE68B2,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_F522E29F,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_5BDA7851,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_70FAAA6A,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_815E4B83,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_7DFB1261,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_4250067A,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_E7BBB1A8,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_1180C8F4,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_92975686,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_EF10B76E,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_88903372,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_A18A5658,7,MATH,Math Gr7,MAT02037G3,7Columbia,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_FE77BB1D,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_458F25EA,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_134A565D,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_DCDAE3AD,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_53D9D80C,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_9F492016,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_3D806B96,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_92F3F1FE,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_44287805,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_2A368706,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_D83245E4,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_F2D62BE4,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_85825F1D,7,MATH,Math Gr7,MAT02037G3,7Upenn,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_4C4088FE,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_16A6A56E,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_70E75912,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_D5E82619,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_B1C676A5,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_EB4F56B9,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_38050B83,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_0A916652,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_AA802B2D,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_FFECADCF,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_4E887DB8,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_6DDB1296,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_37F980CB,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_8F28CF6D,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_B159BBD7,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_FAEE23CD,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_50B86BCF,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_FEA78504,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_14196139,7,MATH,Math Gr7,MAT02037G3,7Brown,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_7CC9E511,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_8C449C27,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_C6BD9EF6,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_741E9B21,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_30D91470,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_8BBD7DE2,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_ACC4F89B,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_D244DA0C,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_B21A2658,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_EB10647A,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_7E3EB045,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_F17195B2,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_69B3A142,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_6278238A,7,MATH,Math Gr7,MAT02037G3,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_EE9B5D24,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_7AA074C6,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_58DBE289,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_20C0C957,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_2EFEA793,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_0C925504,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_93DABB72,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_5AD85B64,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_410450FF,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_D028EA59,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_1AE7C45B,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B9CB8D65,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_1E6CC46C,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_842FB673,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_D1A731EA,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_473F21E4,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_32B4B8A4,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_F068709E,8,MATH,Math Gr8,MAT02038G4,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_008A0238,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_5F471735,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_FCB889A8,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_BE160DF1,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_F91B0433,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_CEDBB11C,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_26C469CD,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_3D5C2560,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_5C30A80E,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_E437FB8D,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_5409DAB8,8,MATH,Math Gr8,MAT02038G4,8Maryland,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_34A71DF0,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_D8A8BB75,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_F5141DF5,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_C997E181,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_45EB939E,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_FB5A4AB3,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B07373AB,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_D96CB37C,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_455D2B62,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_44804E1D,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_4D882D31,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B98C6CA3,8,MATH,Math Gr8,MAT02038G4,8OhioState,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_1DC02D20,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_7624727C,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B7C60462,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B8F16297,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_C8DC4069,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_212A287F,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_9484B0BF,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_8CA9128A,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B3848A65,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_FAF89EAE,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_6CC3F5F9,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_EB9E1EA7,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_F045E624,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_B4502C4B,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_E88EAD2D,8,MATH,Math Gr8,MAT02038G4,8PennSt,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_9A439972,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_C208CB48,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_DD819BA6,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_EB679BCC,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_C5013AB2,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_C15583CC,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_8AE78356,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_F252EF0A,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_4588D877,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_04A03468,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_1433F565,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_A4AA7BB4,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_061856C0,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_83C73E9C,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_2A3AD2A3,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_EA212651,5,SCI,Science Gr5,SCI03235G1,5NJCU,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_D427BF93,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_8659300B,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_6E2B1171,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_FEE60D14,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_AC24EF9C,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_DAD23522,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_E406A9AC,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_AB46A044,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_1D74FE57,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_3A1140F4,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_35A67595,5,SCI,Science Gr5,SCI03235G1,5TCNJ,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_0DBA1361,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_0F1D970C,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_248CA700,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_01F053FF,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_890D8BB3,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_3F537115,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_BCA5ABEF,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_1C453C0D,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_F41E50E3,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_3D3A1FC7,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_74B4DFE5,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
Justice,STU_84AF2B96,5,SCI,Science Gr5,SCI03235G1,5WillyP,TCH_63F3D589,"Xavier, Darnell",Awesome AP 1,AP_12EEC59A
